timestamp,UV index,insolation,rainfall,airTemp,airDensity,windSpeed
20160603 09:30,3.7,111,9.7,10.7,1.27,5
20160603 10:00,4.3,129,9.3,11.3,1.27,5
20160603 10:30,5,150,9,12,1.27,5
20160603 11:00,5.7,171,8.7,12.7,1.27,5
20160603 11:30,6.3,189,8.3,13.3,1.27,5
20160603 12:00,7,210,8,14,1.27,5
20160603 12:30,6.3,189,8,14.2,1.27,5
20160603 13:00,5.7,171,8,14.3,1.27,5
20160603 13:30,5,150,8,14.5,1.27,5
20160603 14:00,4.3,129,8,14.7,1.27,5
20160603 14:30,3.7,111,8,14.8,1.27,5
20160603 15:00,3,90,8,15,1.27,5
20160603 15:30,2.7,81,8.2,14.7,1.27,5
20160603 16:00,2.3,69,8.3,14.3,1.27,5
20160603 16:30,2,60,8.5,14,1.27,5
20160603 17:00,1.7,51,8.7,13.7,1.27,5
20160603 17:30,1.3,39,8.8,13.3,1.27,5
20160603 18:00,1,30,9,13,1.27,5
20160603 18:30,0.8,24,9.3,13,1.27,5
20160603 19:00,0.7,21,9.7,13,1.27,5
20160603 19:30,0.5,15,10,13,1.27,5
20160603 20:00,0.3,9,10.3,13,1.27,5
20160603 20:30,0.2,6,10.7,13,1.27,5
20160603 21:00,0,0,11,13,1.27,5
20160603 21:30,0,0,11.2,13,1.27,5
20160603 22:00,0,0,11.3,13,1.27,5
20160603 22:30,0,0,11.5,13,1.27,5
20160603 23:00,0,0,11.7,13,1.27,5
20160603 23:30,0,0,11.8,13,1.27,5
20160604 00:00,0,0,9,13,1.27,5
20160604 00:30,0,0,9.2,13,1.27,5
20160604 01:00,0,0,9.3,13,1.27,5
20160604 01:30,0,0,9.5,13,1.27,5
20160604 02:00,0,0,9.7,13,1.27,5
20160604 02:30,0,0,9.8,13,1.27,5
20160604 03:00,0,0,10,13,1.27,5
20160604 03:30,0.2,6,10,13,1.27,5
20160604 04:00,0.3,9,10,13,1.27,5
20160604 04:30,0.5,15,10,13,1.27,5
20160604 05:00,0.7,21,10,13,1.27,5
20160604 05:30,0.8,24,10,13,1.27,5
20160604 06:00,1,30,10,13,1.27,5
20160604 06:30,1.3,39,10,13.2,1.27,5
20160604 07:00,1.7,51,10,13.3,1.27,5
20160604 07:30,2,60,10,13.5,1.27,5
20160604 08:00,2.3,69,10,13.7,1.27,5
20160604 08:30,2.7,81,10,13.8,1.27,5
20160604 09:00,3,90,10,14,1.27,5
20160604 09:30,3.3,99,9.8,14.5,1.27,5
20160604 10:00,3.7,111,9.7,15,1.27,5
20160604 10:30,4,120,9.5,15.5,1.27,5
20160604 11:00,4.3,129,9.3,16,1.27,5
20160604 11:30,4.7,141,9.2,16.5,1.27,5
20160604 12:00,5,150,9,17,1.27,5
20160604 12:30,4.7,141,8.2,17.3,1.27,5
20160604 13:00,4.3,129,7.3,17.7,1.27,5
20160604 13:30,4,120,6.5,18,1.27,5
20160604 14:00,3.7,111,5.7,18.3,1.27,5
20160604 14:30,3.3,99,4.8,18.7,1.27,5
20160604 15:00,3,90,4,19,1.27,5
20160604 15:30,2.7,81,4,19,1.27,5
20160604 16:00,2.3,69,4,19,1.27,5
20160604 16:30,2,60,4,19,1.27,5
20160604 17:00,1.7,51,4,19,1.27,5
20160604 17:30,1.3,39,4,19,1.27,5
20160604 18:00,1,30,4,19,1.27,5
20160604 18:30,0.8,24,3.5,18.7,1.27,5
20160604 19:00,0.7,21,3,18.3,1.27,5
20160604 19:30,0.5,15,2.5,18,1.27,5
20160604 20:00,0.3,9,2,17.7,1.27,5
20160604 20:30,0.2,6,1.5,17.3,1.27,5
20160604 21:00,0,0,1,17,1.27,5
20160604 21:30,0,0,1,16.5,1.27,5
20160604 22:00,0,0,1,16,1.27,5
20160604 22:30,0,0,1,15.5,1.27,5
20160604 23:00,0,0,1,15,1.27,5
20160604 23:30,0,0,1,14.5,1.27,5
20160605 00:00,0,0,1,14,1.27,5
20160605 00:30,0,0,0.8,13.7,1.27,5
20160605 01:00,0,0,0.7,13.3,1.27,5
20160605 01:30,0,0,0.5,13,1.27,5
20160605 02:00,0,0,0.3,12.7,1.27,5
20160605 02:30,0,0,0.2,12.3,1.27,5
20160605 03:00,0,0,0,12,1.27,5
20160605 03:30,0.2,6,0,12,1.27,5
20160605 04:00,0.3,9,0,12,1.27,5
20160605 04:30,0.5,15,0,12,1.27,5
20160605 05:00,0.7,21,0,12,1.27,5
20160605 05:30,0.8,24,0,12,1.27,5
20160605 06:00,1,30,0,12,1.27,5
20160605 06:30,1.7,51,0,12.7,1.27,5
20160605 07:00,2.3,69,0,13.3,1.27,5
20160605 07:30,3,90,0,14,1.27,5
20160605 08:00,3.7,111,0,14.7,1.27,5
20160605 08:30,4.3,129,0,15.3,1.27,5
20160605 09:00,5,150,0,16,1.27,5
20160605 09:30,5.5,165,0,16.8,1.27,5
20160605 10:00,6,180,0,17.7,1.27,5
20160605 10:30,6.5,195,0,18.5,1.27,5
20160605 11:00,7,210,0,19.3,1.27,5
20160605 11:30,7.5,225,0,20.2,1.27,5
20160605 12:00,8,240,0,21,1.27,5
20160605 12:30,7.3,219,0.8,21.3,1.27,5
20160605 13:00,6.7,201,1.7,21.7,1.27,5
20160605 13:30,6,180,2.5,22,1.27,5
20160605 14:00,5.3,159,3.3,22.3,1.27,5
20160605 14:30,4.7,141,4.2,22.7,1.27,5
20160605 15:00,4,120,5,23,1.27,5
20160605 15:30,3.5,105,5.2,22.8,1.27,5
20160605 16:00,3,90,5.3,22.7,1.27,5
20160605 16:30,2.5,75,5.5,22.5,1.27,5
20160605 17:00,2,60,5.7,22.3,1.27,5
20160605 17:30,1.5,45,5.8,22.2,1.27,5
20160605 18:00,1,30,6,22,1.27,5
20160605 18:30,0.8,24,5.3,21.3,1.27,5
20160605 19:00,0.7,21,4.7,20.7,1.27,5
20160605 19:30,0.5,15,4,20,1.27,5
20160605 20:00,0.3,9,3.3,19.3,1.27,5
20160605 20:30,0.2,6,2.7,18.7,1.27,5
20160605 21:00,0,0,2,18,1.27,5
20160605 21:30,0,0,1.7,17.3,1.27,5
20160605 22:00,0,0,1.3,16.7,1.27,5
20160605 22:30,0,0,1,16,1.27,5
20160605 23:00,0,0,0.7,15.3,1.27,5
20160605 23:30,0,0,0.3,14.7,1.27,5
20160606 00:00,0,0,0,15,1.27,5
20160606 00:30,0,0,0,14.5,1.27,5
20160606 01:00,0,0,0,14,1.27,5
20160606 01:30,0,0,0,13.5,1.27,5
20160606 02:00,0,0,0,13,1.27,5
20160606 02:30,0,0,0,12.5,1.27,5
20160606 03:00,0,0,0,12,1.27,5
20160606 03:30,0.2,6,0,12.2,1.27,5
20160606 04:00,0.3,9,0,12.3,1.27,5
20160606 04:30,0.5,15,0,12.5,1.27,5
20160606 05:00,0.7,21,0,12.7,1.27,5
20160606 05:30,0.8,24,0,12.8,1.27,5
20160606 06:00,1,30,0,13,1.27,5
20160606 06:30,1.7,51,0,13.7,1.27,5
20160606 07:00,2.3,69,0,14.3,1.27,5
20160606 07:30,3,90,0,15,1.27,5
20160606 08:00,3.7,111,0,15.7,1.27,5
20160606 08:30,4.3,129,0,16.3,1.27,5
20160606 09:00,5,150,0,17,1.27,5
20160606 09:30,5.3,159,1.2,17.7,1.27,5
20160606 10:00,5.7,171,2.3,18.3,1.27,5
20160606 10:30,6,180,3.5,19,1.27,5
20160606 11:00,6.3,189,4.7,19.7,1.27,5
20160606 11:30,6.7,201,5.8,20.3,1.27,5
20160606 12:00,7,210,7,21,1.27,5
20160606 12:30,6.5,195,6.8,21.2,1.27,5
20160606 13:00,6,180,6.7,21.3,1.27,5
20160606 13:30,5.5,165,6.5,21.5,1.27,5
20160606 14:00,5,150,6.3,21.7,1.27,5
20160606 14:30,4.5,135,6.2,21.8,1.27,5
20160606 15:00,4,120,6,22,1.27,5
20160606 15:30,3.5,105,5.7,22,1.27,5
20160606 16:00,3,90,5.3,22,1.27,5
20160606 16:30,2.5,75,5,22,1.27,5
20160606 17:00,2,60,4.7,22,1.27,5
20160606 17:30,1.5,45,4.3,22,1.27,5
20160606 18:00,1,30,4,22,1.27,5
20160606 18:30,0.8,24,3.7,21.5,1.27,5
20160606 19:00,0.7,21,3.3,21,1.27,5
20160606 19:30,0.5,15,3,20.5,1.27,5
20160606 20:00,0.3,9,2.7,20,1.27,5
20160606 20:30,0.2,6,2.3,19.5,1.27,5
20160606 21:00,0,0,2,19,1.27,5
20160606 21:30,0,0,2,18.5,1.27,5
20160606 22:00,0,0,2,18,1.27,5
20160606 22:30,0,0,2,17.5,1.27,5
20160606 23:00,0,0,2,17,1.27,5
20160606 23:30,0,0,2,16.5,1.27,5
20160607 00:00,0,0,0,16,1.27,5
20160607 00:30,0,0,0.2,15.5,1.27,5
20160607 01:00,0,0,0.3,15,1.27,5
20160607 01:30,0,0,0.5,14.5,1.27,5
20160607 02:00,0,0,0.7,14,1.27,5
20160607 02:30,0,0,0.8,13.5,1.27,5
20160607 03:00,0,0,1,13,1.27,5
20160607 03:30,0.2,6,1.5,13.3,1.27,5
20160607 04:00,0.3,9,2,13.7,1.27,5
20160607 04:30,0.5,15,2.5,14,1.27,5
20160607 05:00,0.7,21,3,14.3,1.27,5
20160607 05:30,0.8,24,3.5,14.7,1.27,5
20160607 06:00,1,30,4,15,1.27,5
20160607 06:30,1.5,45,3.5,15.7,1.27,5
20160607 07:00,2,60,3,16.3,1.27,5
20160607 07:30,2.5,75,2.5,17,1.27,5
20160607 08:00,3,90,2,17.7,1.27,5
20160607 08:30,3.5,105,1.5,18.3,1.27,5
20160607 09:00,4,120,1,19,1.27,5
20160607 09:30,4.2,126,1.5,19.3,1.27,5
20160607 10:00,4.3,129,2,19.7,1.27,5
20160607 10:30,4.5,135,2.5,20,1.27,5
20160607 11:00,4.7,141,3,20.3,1.27,5
20160607 11:30,4.8,144,3.5,20.7,1.27,5
20160607 12:00,5,150,4,21,1.27,5
20160607 12:30,4.7,141,4,21.2,1.27,5
20160607 13:00,4.3,129,4,21.3,1.27,5
20160607 13:30,4,120,4,21.5,1.27,5
20160607 14:00,3.7,111,4,21.7,1.27,5
20160607 14:30,3.3,99,4,21.8,1.27,5
20160607 15:00,3,90,4,22,1.27,5
20160607 15:30,2.7,81,4.3,21.8,1.27,5
20160607 16:00,2.3,69,4.7,21.7,1.27,5
20160607 16:30,2,60,5,21.5,1.27,5
20160607 17:00,1.7,51,5.3,21.3,1.27,5
20160607 17:30,1.3,39,5.7,21.2,1.27,5
20160607 18:00,1,30,6,21,1.27,5
20160607 18:30,0.8,24,5.5,20.5,1.27,5
20160607 19:00,0.7,21,5,20,1.27,5
20160607 19:30,0.5,15,4.5,19.5,1.27,5
20160607 20:00,0.3,9,4,19,1.27,5
20160607 20:30,0.2,6,3.5,18.5,1.27,5
20160607 21:00,0,0,3,18,1.27,5
20160607 21:30,0,0,2.7,17.8,1.27,5
20160607 22:00,0,0,2.3,17.7,1.27,5
20160607 22:30,0,0,2,17.5,1.27,5
20160607 23:00,0,0,1.7,17.3,1.27,5
20160607 23:30,0,0,1.3,17.2,1.27,5
20160608 00:00,0,0,4,17,1.27,5
20160608 00:30,0,0,3.3,16.7,1.27,5
20160608 01:00,0,0,2.7,16.3,1.27,5
20160608 01:30,0,0,2,16,1.27,5
20160608 02:00,0,0,1.3,15.7,1.27,5
20160608 02:30,0,0,0.7,15.3,1.27,5
20160608 03:00,0,0,0,15,1.27,5
20160608 03:30,0.2,6,0.2,15.2,1.27,5
20160608 04:00,0.3,9,0.3,15.3,1.27,5
20160608 04:30,0.5,15,0.5,15.5,1.27,5
20160608 05:00,0.7,21,0.7,15.7,1.27,5
20160608 05:30,0.8,24,0.8,15.8,1.27,5
20160608 06:00,1,30,1,16,1.27,5
20160608 06:30,1.7,51,1.3,16.5,1.27,5
20160608 07:00,2.3,69,1.7,17,1.27,5
20160608 07:30,3,90,2,17.5,1.27,5
20160608 08:00,3.7,111,2.3,18,1.27,5
20160608 08:30,4.3,129,2.7,18.5,1.27,5
20160608 09:00,5,150,3,19,1.27,5
20160608 09:30,5.3,159,2.8,19.5,1.27,5
20160608 10:00,5.7,171,2.7,20,1.27,5
20160608 10:30,6,180,2.5,20.5,1.27,5
20160608 11:00,6.3,189,2.3,21,1.27,5
20160608 11:30,6.7,201,2.2,21.5,1.27,5
20160608 12:00,7,210,2,22,1.27,5
20160608 12:30,6.5,195,2.7,22.2,1.27,5
20160608 13:00,6,180,3.3,22.3,1.27,5
20160608 13:30,5.5,165,4,22.5,1.27,5
20160608 14:00,5,150,4.7,22.7,1.27,5
20160608 14:30,4.5,135,5.3,22.8,1.27,5
20160608 15:00,4,120,6,23,1.27,5
20160608 15:30,3.5,105,5.8,22.8,1.27,5
20160608 16:00,3,90,5.7,22.7,1.27,5
20160608 16:30,2.5,75,5.5,22.5,1.27,5
20160608 17:00,2,60,5.3,22.3,1.27,5
20160608 17:30,1.5,45,5.2,22.2,1.27,5
20160608 18:00,1,30,5,22,1.27,5
20160608 18:30,0.8,24,5,21.5,1.27,5
20160608 19:00,0.7,21,5,21,1.27,5
20160608 19:30,0.5,15,5,20.5,1.27,5
20160608 20:00,0.3,9,5,20,1.27,5
20160608 20:30,0.2,6,5,19.5,1.27,5
20160608 21:00,0,0,5,19,1.27,5
20160608 21:30,0,0,4.3,18.3,1.27,5
20160608 22:00,0,0,3.7,17.7,1.27,5
20160608 22:30,0,0,3,17,1.27,5
20160608 23:00,0,0,2.3,16.3,1.27,5
20160608 23:30,0,0,1.7,15.7,1.27,5
20160609 00:00,0,0,0,16,1.27,5
20160609 00:30,0,0,0,15.7,1.27,5
20160609 01:00,0,0,0,15.3,1.27,5
20160609 01:30,0,0,0,15,1.27,5
20160609 02:00,0,0,0,14.7,1.27,5
20160609 02:30,0,0,0,14.3,1.27,5
20160609 03:00,0,0,0,14,1.27,5
20160609 03:30,0.2,6,0.7,14,1.27,5
20160609 04:00,0.3,9,1.3,14,1.27,5
20160609 04:30,0.5,15,2,14,1.27,5
20160609 05:00,0.7,21,2.7,14,1.27,5
20160609 05:30,0.8,24,3.3,14,1.27,5
20160609 06:00,1,30,4,14,1.27,5
20160609 06:30,1.7,51,3.5,14.5,1.27,5
20160609 07:00,2.3,69,3,15,1.27,5
20160609 07:30,3,90,2.5,15.5,1.27,5
20160609 08:00,3.7,111,2,16,1.27,5
20160609 08:30,4.3,129,1.5,16.5,1.27,5
20160609 09:00,5,150,1,17,1.27,5
20160609 09:30,5.2,156,1.5,17.3,1.27,5
20160609 10:00,5.3,159,2,17.7,1.27,5
20160609 10:30,5.5,165,2.5,18,1.27,5
20160609 11:00,5.7,171,3,18.3,1.27,5
20160609 11:30,5.8,174,3.5,18.7,1.27,5
20160609 12:00,6,180,4,19,1.27,5
20160609 12:30,5.7,171,4.2,19.3,1.27,5
20160609 13:00,5.3,159,4.3,19.7,1.27,5
20160609 13:30,5,150,4.5,20,1.27,5
20160609 14:00,4.7,141,4.7,20.3,1.27,5
20160609 14:30,4.3,129,4.8,20.7,1.27,5
20160609 15:00,4,120,5,21,1.27,5
20160609 15:30,3.5,105,5.5,20.8,1.27,5
20160609 16:00,3,90,6,20.7,1.27,5
20160609 16:30,2.5,75,6.5,20.5,1.27,5
20160609 17:00,2,60,7,20.3,1.27,5
20160609 17:30,1.5,45,7.5,20.2,1.27,5
20160609 18:00,1,30,8,20,1.27,5
20160609 18:30,0.8,24,7.7,19.7,1.27,5
20160609 19:00,0.7,21,7.3,19.3,1.27,5
20160609 19:30,0.5,15,7,19,1.27,5
20160609 20:00,0.3,9,6.7,18.7,1.27,5
20160609 20:30,0.2,6,6.3,18.3,1.27,5
20160609 21:00,0,0,6,18,1.27,5
20160609 21:30,0,0,5.7,17.7,1.27,5
20160609 22:00,0,0,5.3,17.3,1.27,5
20160609 22:30,0,0,5,17,1.27,5
20160609 23:00,0,0,4.7,16.7,1.27,5
20160609 23:30,0,0,4.3,16.3,1.27,5
20160610 00:00,0,0,1,16,1.27,5
20160610 00:30,0,0,1.5,15.7,1.27,5
20160610 01:00,0,0,2,15.3,1.27,5
20160610 01:30,0,0,2.5,15,1.27,5
20160610 02:00,0,0,3,14.7,1.27,5
20160610 02:30,0,0,3.5,14.3,1.27,5
20160610 03:00,0,0,4,14,1.27,5
20160610 03:30,0.2,6,4.2,14.2,1.27,5
20160610 04:00,0.3,9,4.3,14.3,1.27,5
20160610 04:30,0.5,15,4.5,14.5,1.27,5
20160610 05:00,0.7,21,4.7,14.7,1.27,5
20160610 05:30,0.8,24,4.8,14.8,1.27,5
20160610 06:00,1,30,5,15,1.27,5
20160610 06:30,1.3,39,5,15.2,1.27,5
20160610 07:00,1.7,51,5,15.3,1.27,5
20160610 07:30,2,60,5,15.5,1.27,5
20160610 08:00,2.3,69,5,15.7,1.27,5
20160610 08:30,2.7,81,5,15.8,1.27,5
20160610 09:00,3,90,5,16,1.27,5
20160610 09:30,3.2,96,5,16.5,1.27,5
20160610 10:00,3.3,99,5,17,1.27,5
20160610 10:30,3.5,105,5,17.5,1.27,5
20160610 11:00,3.7,111,5,18,1.27,5
20160610 11:30,3.8,114,5,18.5,1.27,5
20160610 12:00,4,120,5,19,1.27,5
20160610 12:30,3.8,114,6.2,19.2,1.27,5
20160610 13:00,3.7,111,7.3,19.3,1.27,5
20160610 13:30,3.5,105,8.5,19.5,1.27,5
20160610 14:00,3.3,99,9.7,19.7,1.27,5
20160610 14:30,3.2,96,10.8,19.8,1.27,5
20160610 15:00,3,90,12,20,1.27,5
20160610 15:30,2.7,81,12,19.7,1.27,5
20160610 16:00,2.3,69,12,19.3,1.27,5
20160610 16:30,2,60,12,19,1.27,5
20160610 17:00,1.7,51,12,18.7,1.27,5
20160610 17:30,1.3,39,12,18.3,1.27,5
20160610 18:00,1,30,12,18,1.27,5
20160610 18:30,0.8,24,11.8,17.7,1.27,5
20160610 19:00,0.7,21,11.7,17.3,1.27,5
20160610 19:30,0.5,15,11.5,17,1.27,5
20160610 20:00,0.3,9,11.3,16.7,1.27,5
20160610 20:30,0.2,6,11.2,16.3,1.27,5
20160610 21:00,0,0,11,16,1.27,5
20160610 21:30,0,0,10.3,15.8,1.27,5
20160610 22:00,0,0,9.7,15.7,1.27,5
20160610 22:30,0,0,9,15.5,1.27,5
20160610 23:00,0,0,8.3,15.3,1.27,5
20160610 23:30,0,0,7.7,15.2,1.27,5
20160611 00:00,0,0,7,16,1.27,5
20160611 00:30,0,0,7.3,15.8,1.27,5
20160611 01:00,0,0,7.7,15.7,1.27,5
20160611 01:30,0,0,8,15.5,1.27,5
20160611 02:00,0,0,8.3,15.3,1.27,5
20160611 02:30,0,0,8.7,15.2,1.27,5
20160611 03:00,0,0,9,15,1.27,5
20160611 03:30,0.2,6,14.2,15,1.27,5
20160611 04:00,0.3,9,19.3,15,1.27,5
20160611 04:30,0.5,15,24.5,15,1.27,5
20160611 05:00,0.7,21,29.7,15,1.27,5
20160611 05:30,0.8,24,34.8,15,1.27,5
20160611 06:00,1,30,40,15,1.27,5
20160611 06:30,1.3,39,36.8,15.2,1.27,5
20160611 07:00,1.7,51,33.7,15.3,1.27,5
20160611 07:30,2,60,30.5,15.5,1.27,5
20160611 08:00,2.3,69,27.3,15.7,1.27,5
20160611 08:30,2.7,81,24.2,15.8,1.27,5
20160611 09:00,3,90,21,16,1.27,5
20160611 09:30,3.3,99,20,16.3,1.27,5
20160611 10:00,3.7,111,19,16.7,1.27,5
20160611 10:30,4,120,18,17,1.27,5
20160611 11:00,4.3,129,17,17.3,1.27,5
20160611 11:30,4.7,141,16,17.7,1.27,5
20160611 12:00,5,150,15,18,1.27,5
20160611 12:30,4.5,135,20.7,18,1.27,5
20160611 13:00,4,120,26.3,18,1.27,5
20160611 13:30,3.5,105,32,18,1.27,5
20160611 14:00,3,90,37.7,18,1.27,5
20160611 14:30,2.5,75,43.3,18,1.27,5
20160611 15:00,2,60,49,18,1.27,5
20160611 15:30,1.8,54,46.7,17.8,1.27,5
20160611 16:00,1.7,51,44.3,17.7,1.27,5
20160611 16:30,1.5,45,42,17.5,1.27,5
20160611 17:00,1.3,39,39.7,17.3,1.27,5
20160611 17:30,1.2,36,37.3,17.2,1.27,5
20160611 18:00,1,30,35,17,1.27,5
20160611 18:30,0.8,24,31.2,16.8,1.27,5
20160611 19:00,0.7,21,27.3,16.7,1.27,5
20160611 19:30,0.5,15,23.5,16.5,1.27,5
20160611 20:00,0.3,9,19.7,16.3,1.27,5
20160611 20:30,0.2,6,15.8,16.2,1.27,5
20160611 21:00,0,0,12,16,1.27,5
20160611 21:30,0,0,11.2,15.8,1.27,5
20160611 22:00,0,0,10.3,15.7,1.27,5
20160611 22:30,0,0,9.5,15.5,1.27,5
20160611 23:00,0,0,8.7,15.3,1.27,5
20160611 23:30,0,0,7.8,15.2,1.27,5
20160612 00:00,0,0,8,15,1.27,5
20160612 00:30,0,0,7.8,14.8,1.27,5
20160612 01:00,0,0,7.7,14.7,1.27,5
20160612 01:30,0,0,7.5,14.5,1.27,5
20160612 02:00,0,0,7.3,14.3,1.27,5
20160612 02:30,0,0,7.2,14.2,1.27,5
20160612 03:00,0,0,7,14,1.27,5
20160612 03:30,0.2,6,10.7,13.8,1.27,5
20160612 04:00,0.3,9,14.3,13.7,1.27,5
20160612 04:30,0.5,15,18,13.5,1.27,5
20160612 05:00,0.7,21,21.7,13.3,1.27,5
20160612 05:30,0.8,24,25.3,13.2,1.27,5
20160612 06:00,1,30,29,13,1.27,5
20160612 06:30,1,30,38.3,13,1.27,5
20160612 07:00,1,30,47.7,13,1.27,5
20160612 07:30,1,30,57,13,1.27,5
20160612 08:00,1,30,66.3,13,1.27,5
20160612 08:30,1,30,75.7,13,1.27,5
20160612 09:00,1,30,85,13,1.27,5
20160612 09:30,1.5,45,74.7,13.3,1.27,5
20160612 10:00,2,60,64.3,13.7,1.27,5
20160612 10:30,2.5,75,54,14,1.27,5
20160612 11:00,3,90,43.7,14.3,1.27,5
20160612 11:30,3.5,105,33.3,14.7,1.27,5
20160612 12:00,4,120,23,15,1.27,5
20160612 12:30,3.7,111,24.3,15.3,1.27,5
20160612 13:00,3.3,99,25.7,15.7,1.27,5
20160612 13:30,3,90,27,16,1.27,5
20160612 14:00,2.7,81,28.3,16.3,1.27,5
20160612 14:30,2.3,69,29.7,16.7,1.27,5
20160612 15:00,2,60,31,17,1.27,5
20160612 15:30,1.8,54,28.3,17,1.27,5
20160612 16:00,1.7,51,25.7,17,1.27,5
20160612 16:30,1.5,45,23,17,1.27,5
20160612 17:00,1.3,39,20.3,17,1.27,5
20160612 17:30,1.2,36,17.7,17,1.27,5
20160612 18:00,1,30,15,17,1.27,5
20160612 18:30,0.8,24,14.7,16.8,1.27,5
20160612 19:00,0.7,21,14.3,16.7,1.27,5
20160612 19:30,0.5,15,14,16.5,1.27,5
20160612 20:00,0.3,9,13.7,16.3,1.27,5
20160612 20:30,0.2,6,13.3,16.2,1.27,5
20160612 21:00,0,0,13,16,1.27,5
20160612 21:30,0,0,12.2,15.8,1.27,5
20160612 22:00,0,0,11.3,15.7,1.27,5
20160612 22:30,0,0,10.5,15.5,1.27,5
20160612 23:00,0,0,9.7,15.3,1.27,5
20160612 23:30,0,0,8.8,15.2,1.27,5
20160613 00:00,0,0,1,14,1.27,5
20160613 00:30,0,0,2.3,14,1.27,5
20160613 01:00,0,0,3.7,14,1.27,5
20160613 01:30,0,0,5,14,1.27,5
20160613 02:00,0,0,6.3,14,1.27,5
20160613 02:30,0,0,7.7,14,1.27,5
20160613 03:00,0,0,9,14,1.27,5
20160613 03:30,0.2,6,10,14.2,1.27,5
20160613 04:00,0.3,9,11,14.3,1.27,5
20160613 04:30,0.5,15,12,14.5,1.27,5
20160613 05:00,0.7,21,13,14.7,1.27,5
20160613 05:30,0.8,24,14,14.8,1.27,5
20160613 06:00,1,30,15,15,1.27,5
20160613 06:30,1.2,36,14.7,15.2,1.27,5
20160613 07:00,1.3,39,14.3,15.3,1.27,5
20160613 07:30,1.5,45,14,15.5,1.27,5
20160613 08:00,1.7,51,13.7,15.7,1.27,5
20160613 08:30,1.8,54,13.3,15.8,1.27,5
20160613 09:00,2,60,13,16,1.27,5
20160613 09:30,2.5,75,16,15.8,1.27,5
20160613 10:00,3,90,19,15.7,1.27,5
20160613 10:30,3.5,105,22,15.5,1.27,5
20160613 11:00,4,120,25,15.3,1.27,5
20160613 11:30,4.5,135,28,15.2,1.27,5
20160613 12:00,5,150,31,15,1.27,5
20160613 12:30,4.7,141,27.7,15.3,1.27,5
20160613 13:00,4.3,129,24.3,15.7,1.27,5
20160613 13:30,4,120,21,16,1.27,5
20160613 14:00,3.7,111,17.7,16.3,1.27,5
20160613 14:30,3.3,99,14.3,16.7,1.27,5
20160613 15:00,3,90,11,17,1.27,5
20160613 15:30,2.7,81,10.8,16.8,1.27,5
20160613 16:00,2.3,69,10.7,16.7,1.27,5
20160613 16:30,2,60,10.5,16.5,1.27,5
20160613 17:00,1.7,51,10.3,16.3,1.27,5
20160613 17:30,1.3,39,10.2,16.2,1.27,5
20160613 18:00,1,30,10,16,1.27,5
20160613 18:30,0.8,24,10.3,15.8,1.27,5
20160613 19:00,0.7,21,10.7,15.7,1.27,5
20160613 19:30,0.5,15,11,15.5,1.27,5
20160613 20:00,0.3,9,11.3,15.3,1.27,5
20160613 20:30,0.2,6,11.7,15.2,1.27,5
20160613 21:00,0,0,12,15,1.27,5
20160613 21:30,0,0,11.3,14.8,1.27,5
20160613 22:00,0,0,10.7,14.7,1.27,5
20160613 22:30,0,0,10,14.5,1.27,5
20160613 23:00,0,0,9.3,14.3,1.27,5
20160613 23:30,0,0,8.7,14.2,1.27,5
20160614 00:00,0,0,6,14,1.27,5
20160614 00:30,0,0,8.2,14,1.27,5
20160614 01:00,0,0,10.3,14,1.27,5
20160614 01:30,0,0,12.5,14,1.27,5
20160614 02:00,0,0,14.7,14,1.27,5
20160614 02:30,0,0,16.8,14,1.27,5
20160614 03:00,0,0,19,14,1.27,5
20160614 03:30,0.2,6,21.5,14,1.27,5
20160614 04:00,0.3,9,24,14,1.27,5
20160614 04:30,0.5,15,26.5,14,1.27,5
20160614 05:00,0.7,21,29,14,1.27,5
20160614 05:30,0.8,24,31.5,14,1.27,5
20160614 06:00,1,30,34,14,1.27,5
20160614 06:30,1.5,45,31.2,14.2,1.27,5
20160614 07:00,2,60,28.3,14.3,1.27,5
20160614 07:30,2.5,75,25.5,14.5,1.27,5
20160614 08:00,3,90,22.7,14.7,1.27,5
20160614 08:30,3.5,105,19.8,14.8,1.27,5
20160614 09:00,4,120,17,15,1.27,5
20160614 09:30,4,120,20.7,15.2,1.27,5
20160614 10:00,4,120,24.3,15.3,1.27,5
20160614 10:30,4,120,28,15.5,1.27,5
20160614 11:00,4,120,31.7,15.7,1.27,5
20160614 11:30,4,120,35.3,15.8,1.27,5
20160614 12:00,4,120,39,16,1.27,5
20160614 12:30,4,120,38.5,16,1.27,5
20160614 13:00,4,120,38,16,1.27,5
20160614 13:30,4,120,37.5,16,1.27,5
20160614 14:00,4,120,37,16,1.27,5
20160614 14:30,4,120,36.5,16,1.27,5
20160614 15:00,4,120,36,16,1.27,5
20160614 15:30,3.5,105,37.2,15.8,1.27,5
20160614 16:00,3,90,38.3,15.7,1.27,5
20160614 16:30,2.5,75,39.5,15.5,1.27,5
20160614 17:00,2,60,40.7,15.3,1.27,5
20160614 17:30,1.5,45,41.8,15.2,1.27,5
20160614 18:00,1,30,43,15,1.27,5
20160614 18:30,0.8,24,38.7,14.8,1.27,5
20160614 19:00,0.7,21,34.3,14.7,1.27,5
20160614 19:30,0.5,15,30,14.5,1.27,5
20160614 20:00,0.3,9,25.7,14.3,1.27,5
20160614 20:30,0.2,6,21.3,14.2,1.27,5
